contract_id,tower_id,tower_type,tower_height_ft,zone_type,latitude,longitude,city,state,ownership_type,landowner_type,lease_start_date,initial_term_end_date,max_lease_expiry,initial_term_years,renewal_terms,renewal_term_years,monthly_rent_usd,annual_rent_usd,escalation_pct,escalation_type,termination_notice_days,exclusive_use_clause,lease_status,divestiture_impacted,created_at
GL-3F093822,CC-TWR-964226,Rooftop,220,Highway Corridor,35.936414,-76.407914,Raleigh,NC,Leased,Private Individual,2000-11-07,2025-11-01,2100-10-14,25,3,25,3745.97,44951.64,3.0,Fixed Annual,90,True,Active,True,2026-02-22 21:26:00
GL-FDFE4FE6,CC-TWR-692002,Stealth/Concealed,140,Industrial,36.730707,-88.118533,Bowling Green,KY,Owned,Summit (Owned),2000-09-07,2025-09-01,2100-08-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A408C8FF,CC-TWR-251716,Monopole,120,Highway Corridor,36.008507,-82.991157,Covington,KY,Leased,Private Individual,2015-05-26,2040-05-19,2115-05-02,25,3,25,2110.74,25328.88,1.0,Fixed Annual,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-C48C0E0E,CC-TWR-378258,Monopole,90,Urban,39.355412,-108.889532,Colorado Springs,CO,Leased,Agricultural Land Trust,2002-12-14,2027-12-08,2102-11-20,25,3,25,6445.64,77347.68,1.0,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-9432EC6A,CC-TWR-628313,Stealth/Concealed,150,Rural,31.052952,-93.45473,Shreveport,LA,Leased,Agricultural Land Trust,2017-01-24,2042-01-18,2116-12-31,25,3,25,1518.2,18218.4,3.0,Fixed Annual,150,True,Pending Renewal,False,2026-02-22 21:26:00
GL-767EF39D,CC-TWR-521126,Monopole,210,Suburban,42.304127,-89.60509,Milwaukee,WI,Owned,Summit (Owned),2019-02-16,2044-02-10,2119-01-23,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-3E6DF924,CC-TWR-754644,Monopole,280,Rural,31.890003,-113.369042,Chandler,AZ,Leased,Agricultural Land Trust,2016-09-23,2041-09-17,2116-08-30,25,3,25,922.74,11072.88,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-4A3F9D71,CC-TWR-219971,Self-Supporting Lattice,280,Suburban,41.860399,-70.620712,Cambridge,MA,Owned,Summit (Owned),2018-09-24,2043-09-18,2118-08-31,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-D9C90C71,CC-TWR-865054,Stealth/Concealed,110,Industrial,45.964515,-85.006349,Warren,MI,Owned,Summit (Owned),2008-07-11,2033-07-05,2108-06-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-21088DA5,CC-TWR-201255,Monopole,310,Urban,40.317719,-123.067699,Los Angeles,CA,Owned,Summit (Owned),2021-06-26,2046-06-20,2121-06-02,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C5F2DEDB,CC-TWR-543481,Stealth/Concealed,310,Highway Corridor,46.241644,-82.294351,Warren,MI,Leased,County Government,1999-05-20,2024-05-13,2099-04-25,25,3,25,2593.57,31122.84,1.0,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-E5E9DF35,CC-TWR-986438,Monopole,250,Suburban,44.345469,-96.134253,Duluth,MN,Leased,Federal Agency,2009-02-25,2034-02-19,2109-02-01,25,3,25,1979.99,23759.88,1.5,Fixed Annual,180,True,Pending Renewal,False,2026-02-22 21:26:00
GL-89452F34,CC-TWR-127529,Stealth/Concealed,270,Suburban,31.454293,-90.786504,Lake Charles,LA,Leased,School District,2019-12-09,2044-12-02,2119-11-15,25,3,25,1281.07,15372.84,2.0,CPI-Based,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-7D95AE40,CC-TWR-789275,Rooftop,200,Suburban,37.725622,-107.99724,Denver,CO,Owned,Summit (Owned),2000-03-24,2025-03-18,2100-02-28,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-C0F5C76C,CC-TWR-488028,Self-Supporting Lattice,170,Suburban,39.099162,-89.636416,Rockford,IL,Owned,Summit (Owned),2021-06-25,2046-06-19,2121-06-01,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A3F4AEF6,CC-TWR-185544,Monopole,160,Suburban,41.263308,-79.751188,Pittsburgh,PA,Leased,Church/Religious Org,2012-11-14,2037-11-08,2112-10-21,25,3,25,2559.85,30718.2,2.5,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-F2B79363,CC-TWR-397005,Self-Supporting Lattice,290,Urban,37.569088,-89.280345,Joliet,IL,Owned,Summit (Owned),2019-10-16,2044-10-09,2119-09-22,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-EAE7EF94,CC-TWR-321494,Self-Supporting Lattice,320,Industrial,35.054782,-88.364615,Clarksville,TN,Leased,Commercial Property Owner,2002-05-10,2027-05-04,2102-04-16,25,3,25,1820.31,21843.72,1.0,Fixed Annual,180,True,Active,True,2026-02-22 21:26:00
GL-AEB01924,CC-TWR-624563,Monopole,250,Urban,39.52083,-81.481644,Cleveland,OH,Owned,Summit (Owned),2019-06-03,2044-05-27,2119-05-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-4D3E5110,CC-TWR-701253,Monopole,200,Highway Corridor,40.72422,-74.424241,Newark,NJ,Leased,School District,2020-11-14,2045-11-08,2120-10-21,25,3,25,2513.3,30159.6,2.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-FA16EF8A,CC-TWR-479430,Guyed Tower,100,Rural,39.840388,-81.55195,Akron,OH,Owned,Summit (Owned),2011-02-08,2036-02-02,2111-01-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-26FAD464,CC-TWR-916964,Monopole,130,Urban,36.237414,-98.670568,Norman,OK,Owned,Summit (Owned),2000-09-21,2025-09-15,2100-08-28,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-70BAAEA8,CC-TWR-306854,Self-Supporting Lattice,130,Industrial,37.945075,-107.97489,Colorado Springs,CO,Owned,Summit (Owned),2017-03-25,2042-03-19,2117-03-01,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A04AC4F9,CC-TWR-691912,Self-Supporting Lattice,280,Suburban,40.519754,-74.551095,Edison,NJ,Leased,Agricultural Land Trust,2018-10-11,2043-10-05,2118-09-17,25,3,25,3619.89,43438.68,2.0,CPI-Based,120,True,Pending Renewal,True,2026-02-22 21:26:00
GL-9EEA2731,CC-TWR-388016,Monopole,260,Rural,36.422081,-120.971796,Sacramento,CA,Owned,Summit (Owned),1999-06-17,2024-06-10,2099-05-23,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-1691F049,CC-TWR-996840,Monopole,100,Suburban,29.99018,-86.462883,Orlando,FL,Leased,Agricultural Land Trust,2017-10-17,2042-10-11,2117-09-23,25,3,25,2276.55,27318.6,3.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-B17D75FA,CC-TWR-598733,Monopole,240,Urban,41.955512,-94.070839,Iowa City,IA,Owned,Summit (Owned),2002-01-15,2027-01-09,2101-12-22,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-4CFB2F93,CC-TWR-560767,Self-Supporting Lattice,240,Suburban,42.195711,-88.461891,Madison,WI,Owned,Summit (Owned),2014-10-06,2039-09-30,2114-09-12,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-F36CFDD0,CC-TWR-761532,Guyed Tower,280,Suburban,31.715591,-93.738172,Shreveport,LA,Leased,Church/Religious Org,2008-02-11,2033-02-04,2108-01-18,25,3,25,1464.62,17575.44,2.5,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-0BC8EA60,CC-TWR-711046,Self-Supporting Lattice,290,Rural,34.366398,-86.999914,Tuscaloosa,AL,Leased,Tribal Authority,2002-06-10,2027-06-04,2102-05-17,25,3,25,1758.01,21096.12,2.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-402E16E9,CC-TWR-930117,Self-Supporting Lattice,180,Suburban,32.928746,-81.493283,Charleston,SC,Leased,Commercial Property Owner,2002-11-23,2027-11-17,2102-10-30,25,3,25,3521.09,42253.08,3.0,Fixed Annual,90,True,Pending Termination,False,2026-02-22 21:26:00
GL-E3317299,CC-TWR-324597,Monopole,180,Urban,41.036461,-72.073402,Springfield,MA,Owned,Summit (Owned),2022-08-07,2047-08-01,2122-07-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-B6E3365A,CC-TWR-874524,Monopole,240,Highway Corridor,37.523069,-79.221605,Virginia Beach,VA,Leased,Tribal Authority,1999-11-11,2024-11-04,2099-10-17,25,3,25,4567.37,54808.44,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-7F320CE9,CC-TWR-908554,Monopole,270,Rural,35.162247,-83.34924,Memphis,TN,Owned,Summit (Owned),2023-03-24,2048-03-17,2123-02-28,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-2AC9B6A2,CC-TWR-570735,Rooftop,150,Highway Corridor,39.569856,-74.251463,Edison,NJ,Owned,Summit (Owned),2015-04-10,2040-04-03,2115-03-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-70D0C5B9,CC-TWR-395459,Guyed Tower,320,Highway Corridor,48.906639,-93.30656,Bloomington,MN,Leased,Tribal Authority,2010-09-17,2035-09-11,2110-08-24,25,3,25,2965.31,35583.72,1.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-CC78FCC1,CC-TWR-489244,Guyed Tower,250,Urban,39.156539,-77.597047,Allentown,PA,Owned,Summit (Owned),2001-12-28,2026-12-22,2101-12-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-24F7B23A,CC-TWR-254506,Guyed Tower,340,Suburban,30.091165,-89.473469,Baton Rouge,LA,Owned,Summit (Owned),2011-02-08,2036-02-02,2111-01-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-20D36D3B,CC-TWR-185569,Self-Supporting Lattice,190,Urban,28.012043,-85.349553,Jacksonville,FL,Owned,Summit (Owned),2005-01-11,2030-01-05,2104-12-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-F5F9423F,CC-TWR-971482,Monopole,120,Suburban,30.504377,-83.692815,Orlando,FL,Leased,Private Individual,2022-12-16,2047-12-10,2122-11-22,25,3,25,2456.08,29472.96,1.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-04A6A06F,CC-TWR-862560,Stealth/Concealed,270,Suburban,35.669926,-79.609566,Raleigh,NC,Owned,Summit (Owned),2014-07-04,2039-06-28,2114-06-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-02517705,CC-TWR-579318,Self-Supporting Lattice,100,Rural,27.518953,-81.442706,Tampa,FL,Owned,Summit (Owned),2001-08-20,2026-08-14,2101-07-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-D9DD1DAC,CC-TWR-698384,Stealth/Concealed,210,Rural,36.004693,-80.530288,Arlington,VA,Owned,Summit (Owned),2003-11-22,2028-11-15,2103-10-29,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-38C10DE8,CC-TWR-121322,Rooftop,200,Urban,41.145649,-85.96951,Carmel,IN,Leased,Private Individual,2013-01-21,2038-01-15,2112-12-28,25,3,25,5401.61,64819.32,2.0,Fixed Annual,150,True,Terminated,False,2026-02-22 21:26:00
GL-AD86B542,CC-TWR-758775,Guyed Tower,110,Highway Corridor,38.37921,-103.869413,Denver,CO,Owned,Summit (Owned),2022-10-24,2047-10-18,2122-09-30,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-CD84694C,CC-TWR-916990,Monopole,290,Highway Corridor,41.254035,-87.299643,Evansville,IN,Owned,Summit (Owned),2012-12-16,2037-12-10,2112-11-22,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-8437F627,CC-TWR-143941,Monopole,180,Rural,26.209546,-81.462236,Orlando,FL,Leased,Church/Religious Org,2007-09-13,2032-09-06,2107-08-20,25,3,25,1785.86,21430.32,3.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-83B83B70,CC-TWR-150126,Stealth/Concealed,280,Rural,26.716665,-80.96503,Tampa,FL,Leased,Agricultural Land Trust,2008-05-04,2033-04-28,2108-04-10,25,3,25,1539.15,18469.8,2.5,Fixed Annual,180,True,Pending Renewal,False,2026-02-22 21:26:00
GL-5844FC27,CC-TWR-825686,Stealth/Concealed,230,Suburban,41.339037,-72.813183,Hartford,CT,Owned,Summit (Owned),2009-09-09,2034-09-03,2109-08-16,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-F7FDA7D3,CC-TWR-183958,Self-Supporting Lattice,180,Suburban,38.545474,-77.715154,Columbia,MD,Owned,Summit (Owned),2019-05-10,2044-05-03,2119-04-16,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-5FA3AFB8,CC-TWR-469685,Monopole,270,Rural,37.169421,-102.90974,Fort Collins,CO,Owned,Summit (Owned),2011-05-21,2036-05-14,2111-04-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-94CA17A2,CC-TWR-132653,Self-Supporting Lattice,120,Industrial,40.204384,-104.244126,Lakewood,CO,Leased,State DOT,2017-11-26,2042-11-20,2117-11-02,25,3,25,2095.43,25145.16,1.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-A64E8838,CC-TWR-133958,Monopole,270,Rural,30.448602,-89.252664,Shreveport,LA,Leased,Municipality,2002-11-15,2027-11-09,2102-10-22,25,3,25,1733.47,20801.64,2.0,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-67FA1AD7,CC-TWR-781113,Self-Supporting Lattice,160,Suburban,38.11784,-92.611796,St. Louis,MO,Owned,Summit (Owned),2005-02-01,2030-01-26,2105-01-08,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-99A8E486,CC-TWR-324993,Guyed Tower,270,Urban,43.874822,-74.071735,Rochester,NY,Owned,Summit (Owned),2007-12-16,2032-12-09,2107-11-22,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-75897628,CC-TWR-986593,Monopole,180,Rural,41.98905,-80.947434,Toledo,OH,Leased,Church/Religious Org,2019-06-23,2044-06-16,2119-05-30,25,3,25,584.42,7013.04,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-BC12F234,CC-TWR-768676,Stealth/Concealed,130,Industrial,36.135427,-94.436053,Tulsa,OK,Leased,State DOT,2023-06-17,2048-06-10,2123-05-24,25,3,25,1560.6,18727.2,1.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-40B162E1,CC-TWR-486831,Rooftop,220,Urban,36.078852,-85.12185,Owensboro,KY,Leased,Church/Religious Org,2023-09-05,2048-08-29,2123-08-12,25,3,25,7089.61,85075.32,1.0,Fixed Annual,90,True,Active,True,2026-02-22 21:26:00
GL-440C7E35,CC-TWR-963333,Guyed Tower,260,Rural,35.525696,-83.846684,Chattanooga,TN,Owned,Summit (Owned),2000-03-11,2025-03-05,2100-02-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-47BA81F6,CC-TWR-770872,Rooftop,260,Rural,40.511841,-103.538159,Colorado Springs,CO,Leased,Federal Agency,2003-03-14,2028-03-07,2103-02-18,25,3,25,1153.72,13844.64,1.0,CPI-Based,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-D79BAEE9,CC-TWR-843788,Monopole,150,Urban,39.493971,-78.386696,Allentown,PA,Owned,Summit (Owned),2009-09-10,2034-09-04,2109-08-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-B07A66AE,CC-TWR-197966,Monopole,240,Industrial,35.250045,-79.084574,Raleigh,NC,Leased,Tribal Authority,2018-03-19,2043-03-13,2118-02-23,25,3,25,3354.02,40248.24,1.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-EA3B312A,CC-TWR-143195,Monopole,340,Suburban,31.688098,-85.228211,Tuscaloosa,AL,Owned,Summit (Owned),1998-02-02,2023-01-27,2098-01-08,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A395A63C,CC-TWR-622230,Guyed Tower,280,Suburban,30.666347,-90.805044,Lake Charles,LA,Owned,Summit (Owned),2015-05-21,2040-05-14,2115-04-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-B7DDF3E6,CC-TWR-560959,Monopole,210,Suburban,36.218919,-82.580609,Arlington,VA,Owned,Summit (Owned),2013-08-07,2038-08-01,2113-07-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E77250E1,CC-TWR-488539,Self-Supporting Lattice,240,Highway Corridor,34.876871,-87.607702,Huntsville,AL,Leased,Agricultural Land Trust,2015-02-11,2040-02-05,2115-01-18,25,3,25,2346.08,28152.96,1.0,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-368405F8,CC-TWR-502810,Monopole,270,Suburban,30.484058,-83.839152,Augusta,GA,Owned,Summit (Owned),2011-04-28,2036-04-21,2111-04-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-20017A3F,CC-TWR-622987,Guyed Tower,170,Suburban,30.993062,-91.426376,Baton Rouge,LA,Owned,Summit (Owned),2013-01-03,2037-12-28,2112-12-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-8ED5EF08,CC-TWR-618934,Self-Supporting Lattice,270,Industrial,38.764475,-90.797838,Joliet,IL,Owned,Summit (Owned),2018-11-16,2043-11-10,2118-10-23,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-AC798E28,CC-TWR-483713,Monopole,90,Industrial,41.182524,-76.180716,Allentown,PA,Leased,Municipality,2010-01-19,2035-01-13,2109-12-26,25,3,25,2404.54,28854.48,2.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-9F565D34,CC-TWR-965401,Monopole,270,Rural,35.450354,-85.601143,Clarksville,TN,Owned,Summit (Owned),2019-10-04,2044-09-27,2119-09-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-74862C27,CC-TWR-251275,Monopole,140,Suburban,37.673496,-86.440755,Bowling Green,KY,Owned,Summit (Owned),2017-09-13,2042-09-07,2117-08-20,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E0BABAD5,CC-TWR-256175,Guyed Tower,270,Suburban,34.411898,-80.922669,Greenville,SC,Owned,Summit (Owned),2014-03-11,2039-03-05,2114-02-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-6C17699B,CC-TWR-634473,Self-Supporting Lattice,250,Urban,38.593725,-76.97074,Germantown,MD,Owned,Summit (Owned),2013-12-19,2038-12-13,2113-11-25,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-6D95AF39,CC-TWR-935457,Guyed Tower,310,Suburban,48.879388,-92.330383,Minneapolis,MN,Owned,Summit (Owned),2020-11-01,2045-10-26,2120-10-08,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-76B44C91,CC-TWR-749840,Monopole,320,Urban,36.682048,-91.225849,Columbia,MO,Owned,Summit (Owned),2010-03-27,2035-03-21,2110-03-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-F0576E11,CC-TWR-824042,Self-Supporting Lattice,140,Suburban,29.136925,-104.182825,Austin,TX,Owned,Summit (Owned),2011-09-25,2036-09-18,2111-09-01,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-447EFD88,CC-TWR-601608,Monopole,240,Rural,42.121774,-70.005631,Worcester,MA,Owned,Summit (Owned),2010-06-06,2035-05-31,2110-05-13,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C2D64E45,CC-TWR-358494,Monopole,160,Urban,39.440306,-107.654151,Aurora,CO,Leased,State DOT,2015-05-08,2040-05-01,2115-04-14,25,3,25,9561.14,114733.68,2.0,CPI-Based,150,True,Pending Termination,False,2026-02-22 21:26:00
GL-43055DB9,CC-TWR-934042,Rooftop,310,Industrial,32.951122,-81.604787,Rock Hill,SC,Leased,Commercial Property Owner,2006-05-04,2031-04-28,2106-04-10,25,3,25,2433.69,29204.28,3.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-29C95559,CC-TWR-404561,Monopole,90,Rural,45.818435,-118.367689,Eugene,OR,Owned,Summit (Owned),2007-12-03,2032-11-26,2107-11-09,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-25AFE1F2,CC-TWR-689318,Monopole,300,Rural,41.139759,-89.915469,Aurora,IL,Owned,Summit (Owned),2006-03-04,2031-02-26,2106-02-08,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-263BEAD9,CC-TWR-205065,Stealth/Concealed,210,Suburban,26.35403,-85.370144,Fort Lauderdale,FL,Leased,Federal Agency,2008-12-16,2033-12-10,2108-11-22,25,3,25,1481.53,17778.36,1.5,CPI-Based,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-49B424BE,CC-TWR-598807,Stealth/Concealed,230,Suburban,41.220722,-90.389807,Cedar Rapids,IA,Owned,Summit (Owned),2018-04-25,2043-04-19,2118-04-01,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-BAD7A513,CC-TWR-874568,Monopole,310,Industrial,41.956896,-94.606679,Des Moines,IA,Leased,Commercial Property Owner,1999-03-14,2024-03-07,2099-02-17,25,3,25,3205.61,38467.32,1.5,CPI-Based,90,True,Pending Renewal,True,2026-02-22 21:26:00
GL-16290879,CC-TWR-403528,Rooftop,90,Suburban,36.558935,-83.756978,Owensboro,KY,Leased,Agricultural Land Trust,1998-05-19,2023-05-13,2098-04-24,25,3,25,2887.79,34653.48,2.0,CPI-Based,150,True,Active,True,2026-02-22 21:26:00
GL-7D81865B,CC-TWR-240718,Self-Supporting Lattice,240,Rural,44.621593,-87.5537,Racine,WI,Owned,Summit (Owned),2012-05-07,2037-05-01,2112-04-13,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C88EFFB1,CC-TWR-453487,Monopole,330,Urban,45.592991,-91.929579,Green Bay,WI,Leased,Commercial Property Owner,2007-10-22,2032-10-15,2107-09-28,25,3,25,8179.62,98155.44,1.5,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-A8E8C4C4,CC-TWR-293757,Stealth/Concealed,120,Urban,41.173476,-70.992232,Springfield,MA,Owned,Summit (Owned),2013-06-08,2038-06-02,2113-05-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-60D7AAFE,CC-TWR-857997,Monopole,260,Suburban,32.816139,-92.490271,Shreveport,LA,Owned,Summit (Owned),1998-05-21,2023-05-15,2098-04-26,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-DAE47B11,CC-TWR-837733,Monopole,320,Highway Corridor,39.319434,-74.313926,Paterson,NJ,Owned,Summit (Owned),2007-12-04,2032-11-27,2107-11-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-1946FADA,CC-TWR-577079,Self-Supporting Lattice,310,Suburban,34.786803,-83.087272,Augusta,GA,Owned,Summit (Owned),2017-06-14,2042-06-08,2117-05-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-DCBB4D00,CC-TWR-568449,Monopole,240,Suburban,48.23881,-96.345038,Bloomington,MN,Leased,Federal Agency,2020-06-03,2045-05-28,2120-05-10,25,3,25,3768.29,45219.48,1.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-BA1961EA,CC-TWR-272529,Monopole,180,Rural,41.202157,-72.46334,Waterbury,CT,Owned,Summit (Owned),2014-08-04,2039-07-29,2114-07-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-9D51A8AF,CC-TWR-238353,Monopole,240,Highway Corridor,41.445483,-72.944364,Waterbury,CT,Leased,Private Individual,2011-08-19,2036-08-12,2111-07-26,25,3,25,1702.08,20424.96,2.5,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-A56B4977,CC-TWR-706403,Self-Supporting Lattice,100,Industrial,35.816453,-84.033564,Knoxville,TN,Leased,Municipality,1999-07-12,2024-07-05,2099-06-17,25,3,25,2750.96,33011.52,3.0,Fixed Annual,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-DDECB1CB,CC-TWR-906325,Monopole,120,Rural,40.095205,-93.546798,Sioux City,IA,Owned,Summit (Owned),2022-11-24,2047-11-18,2122-10-31,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-BD17EED1,CC-TWR-793939,Monopole,250,Rural,39.751291,-74.31727,Elizabeth,NJ,Leased,Federal Agency,2002-11-28,2027-11-22,2102-11-04,25,3,25,952.1,11425.2,1.5,CPI-Based,180,True,Active,True,2026-02-22 21:26:00
GL-9D033884,CC-TWR-412856,Self-Supporting Lattice,220,Rural,41.504465,-76.219103,Pittsburgh,PA,Leased,State DOT,2019-12-18,2044-12-11,2119-11-24,25,3,25,1051.37,12616.44,2.5,CPI-Based,120,True,Active,True,2026-02-22 21:26:00
GL-6BA9AD6F,CC-TWR-860242,Monopole,320,Industrial,39.310243,-74.81152,Paterson,NJ,Owned,Summit (Owned),2001-01-26,2026-01-20,2101-01-02,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-62428389,CC-TWR-726822,Monopole,290,Highway Corridor,37.504484,-90.865695,Chicago,IL,Owned,Summit (Owned),2020-01-08,2045-01-01,2119-12-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-BE278AF2,CC-TWR-246942,Monopole,240,Urban,41.017543,-84.895746,Fort Wayne,IN,Leased,Tribal Authority,2007-04-27,2032-04-20,2107-04-03,25,3,25,9372.98,112475.76,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-70A99FCF,CC-TWR-792282,Stealth/Concealed,240,Rural,38.236904,-75.494967,Germantown,MD,Leased,Commercial Property Owner,2005-07-10,2030-07-04,2105-06-16,25,3,25,857.7,10292.4,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
