mod_id,tower_id,contract_id,carrier,mod_type,submitted_date,approved_date,install_date,mod_approved,physically_installed,billing_updated,monthly_rate_change_usd,discrepancy_type,notes
MOD-372427-6878,CC-TWR-372427,TL-250DF96E,Verizon,RRU Replacement,2024-10-26,2025-01-08,2025-03-18,True,True,True,527.01,none,
MOD-883132-4147,CC-TWR-883132,TL-EA8B5A7F,Verizon,Cabinet Addition,2024-09-17,2024-10-20,2025-02-08,True,True,True,456.66,none,
MOD-271276-7148,CC-TWR-271276,TL-C6EDF0E4,Verizon,Add Sector,2024-10-23,2024-12-14,2025-03-02,True,True,True,952.21,none,
MOD-271276-6880,CC-TWR-271276,TL-29CFEA4F,AT&T,Add Sector,2024-09-11,2024-10-05,2025-01-03,True,True,True,446.86,none,
MOD-488539-2176,CC-TWR-488539,TL-A8043946,AT&T,Add Sector,2025-01-06,2025-02-26,2025-04-01,True,True,True,871.56,none,
MOD-595036-5321,CC-TWR-595036,TL-399376D2,US Cellular,Generator Install,2024-03-16,2024-04-12,2024-05-15,True,True,True,1120.97,none,
MOD-272529-9283,CC-TWR-272529,TL-B32BE973,T-Mobile,Height Change,2025-01-23,2025-03-07,,True,False,True,996.83,not_installed,Mod approved and billing updated but equipment never installed — tenant overcharged
MOD-272529-7908,CC-TWR-272529,TL-6BDB4E0E,Verizon,Height Change,2025-01-09,,2025-04-17,False,True,True,349.74,no_mod_application,Equipment change detected on tower without approved modification application
MOD-954441-6556,CC-TWR-954441,TL-1B7B2D24,AT&T,Generator Install,2024-10-10,2024-11-29,2025-01-13,True,True,True,1457.35,none,
MOD-906325-5311,CC-TWR-906325,TL-DB7352F8,AT&T,Height Change,2024-01-22,2024-03-30,2024-05-08,True,True,True,1251.14,none,
MOD-628689-1687,CC-TWR-628689,TL-49D6232D,AT&T,Add Sector,2024-12-10,2025-02-10,2025-05-12,True,True,True,530.76,none,
MOD-967823-8322,CC-TWR-967823,TL-683AE0D5,AT&T,Generator Install,2024-02-08,2024-03-25,2024-06-02,True,True,True,327.59,none,
MOD-967823-1217,CC-TWR-967823,TL-48BAE037,US Cellular,Antenna Swap,2024-02-23,2024-05-13,,True,False,True,625.4,not_installed,Mod approved and billing updated but equipment never installed — tenant overcharged
MOD-360909-4013,CC-TWR-360909,TL-1323D393,AT&T,Antenna Swap,2024-01-19,2024-04-16,2024-06-05,True,True,True,911.11,none,
MOD-360909-2227,CC-TWR-360909,TL-B409903F,T-Mobile,Generator Install,2024-01-31,2024-03-28,2024-05-13,True,True,True,314.6,none,
MOD-781113-3906,CC-TWR-781113,TL-8D07E0BF,AT&T,RRU Replacement,2024-09-29,2024-10-21,2024-12-19,True,True,False,1241.2,billing_not_updated,Mod completed but billing system not updated — revenue leakage
MOD-143195-9835,CC-TWR-143195,TL-8D8E1E71,AT&T,RRU Replacement,2024-05-30,2024-07-18,2024-11-12,True,True,True,1108.13,none,
MOD-660069-8777,CC-TWR-660069,TL-4F17568E,AT&T,Add Sector,2024-01-11,2024-04-09,2024-06-27,True,True,True,1459.5,none,
MOD-571404-5387,CC-TWR-571404,TL-423DA0E2,T-Mobile,Height Change,2024-07-25,,2024-11-27,False,True,True,1172.53,no_mod_application,Equipment change detected on tower without approved modification application
MOD-534152-2255,CC-TWR-534152,TL-A9E016C0,Verizon,Add Sector,2024-02-29,2024-03-16,2024-06-03,True,True,True,728.93,none,
MOD-534152-7246,CC-TWR-534152,TL-4736112E,AT&T,Cabinet Addition,2024-06-28,2024-09-07,,True,False,True,1277.51,not_installed,Mod approved and billing updated but equipment never installed — tenant overcharged
MOD-688678-6371,CC-TWR-688678,TL-5893D45A,Verizon,Equipment Upgrade,2024-02-13,2024-03-10,2024-06-13,True,True,True,1370.12,none,
MOD-373791-4301,CC-TWR-373791,TL-8426E65D,T-Mobile,5G Overlay,2024-02-09,2024-03-31,2024-05-31,True,True,True,932.13,none,
MOD-964226-5628,CC-TWR-964226,TL-980155FE,T-Mobile,Height Change,2024-11-28,2025-01-12,2025-02-28,True,True,True,557.43,none,
MOD-397005-2622,CC-TWR-397005,TL-5B39039B,T-Mobile,Generator Install,2025-01-23,2025-02-27,2025-06-15,True,True,True,240.4,none,
MOD-403915-8006,CC-TWR-403915,TL-9F618690,AT&T,Antenna Swap,2024-01-07,2024-01-31,2024-05-10,True,True,True,800.56,none,
MOD-667776-6022,CC-TWR-667776,TL-8F3E0F23,T-Mobile,Generator Install,2024-09-13,2024-10-10,2025-02-06,True,True,True,549.35,none,
MOD-570735-8062,CC-TWR-570735,TL-3DCE5A2F,T-Mobile,Antenna Swap,2025-01-10,2025-02-01,2025-04-05,True,True,True,1340.37,none,
MOD-109909-1062,CC-TWR-109909,TL-E9137693,T-Mobile,Height Change,2024-08-20,2024-11-15,2025-03-03,True,True,True,1193.9,none,
MOD-254506-8261,CC-TWR-254506,TL-7618F143,AT&T,5G Overlay,2024-06-04,2024-08-03,2024-10-02,True,True,True,259.9,none,
MOD-159354-3845,CC-TWR-159354,TL-F2BC703F,T-Mobile,RRU Replacement,2025-02-01,2025-04-30,2025-08-06,True,True,True,222.1,none,
MOD-942946-3003,CC-TWR-942946,TL-90D44609,T-Mobile,Generator Install,2024-05-11,2024-06-24,2024-08-08,True,True,True,940.85,none,
MOD-218881-1365,CC-TWR-218881,TL-2CE28ADC,AT&T,RRU Replacement,2024-05-23,2024-06-29,2024-09-29,True,True,True,792.18,none,
MOD-306854-6797,CC-TWR-306854,TL-13DD7E26,AT&T,Equipment Upgrade,2024-05-09,2024-05-25,2024-08-01,True,True,True,722.06,none,
MOD-511981-2383,CC-TWR-511981,TL-B0064CCD,Verizon,Generator Install,2024-09-05,2024-11-24,2025-03-12,True,True,True,1418.87,none,
MOD-375097-1914,CC-TWR-375097,TL-1634909A,US Cellular,Height Change,2024-05-12,2024-07-27,2024-09-17,True,True,True,767.15,none,
MOD-375097-6702,CC-TWR-375097,TL-1BCBE7B8,T-Mobile,Generator Install,2024-03-04,2024-03-31,2024-05-14,True,True,True,934.92,none,
MOD-988319-8123,CC-TWR-988319,TL-58A975BC,T-Mobile,Antenna Swap,2024-05-11,2024-06-24,2024-09-26,True,True,True,417.25,none,
MOD-880550-5472,CC-TWR-880550,TL-CE730418,AT&T,Add Sector,2024-07-19,2024-08-04,2024-10-17,True,True,True,701.06,none,
MOD-238353-1424,CC-TWR-238353,TL-634D9199,Verizon,Cabinet Addition,2024-07-14,2024-08-14,2024-11-15,True,True,True,1183.96,none,
MOD-895667-2928,CC-TWR-895667,TL-6D5FA27C,AT&T,5G Overlay,2024-12-26,2025-03-14,2025-06-20,True,True,False,833.73,billing_not_updated,Mod completed but billing system not updated — revenue leakage
MOD-895667-6092,CC-TWR-895667,TL-41BB5798,US Cellular,Antenna Swap,2024-03-20,2024-04-05,2024-07-10,True,True,True,1055.62,none,
MOD-167348-1548,CC-TWR-167348,TL-16925193,T-Mobile,Cabinet Addition,2024-06-03,2024-08-15,2024-09-20,True,True,True,1168.47,none,
MOD-167348-9455,CC-TWR-167348,TL-64CEEA00,AT&T,Height Change,2024-04-03,2024-07-02,2024-10-13,True,True,True,985.27,none,
MOD-489244-7301,CC-TWR-489244,TL-C365125E,T-Mobile,Height Change,2024-06-21,2024-08-02,2024-11-08,True,True,True,293.41,none,
MOD-583100-9632,CC-TWR-583100,TL-7010DE06,AT&T,Height Change,2024-09-22,2024-10-08,2024-12-15,True,True,True,901.74,none,
MOD-733561-5435,CC-TWR-733561,TL-05B3CED0,Verizon,Cabinet Addition,2024-04-20,2024-06-21,,True,False,True,1047.69,not_installed,Mod approved and billing updated but equipment never installed — tenant overcharged
MOD-275715-3326,CC-TWR-275715,TL-750B77AF,C Spire,Cabinet Addition,2024-04-02,2024-05-07,2024-08-30,True,True,True,556.56,none,
MOD-749468-7949,CC-TWR-749468,TL-EAD7E9E9,T-Mobile,RRU Replacement,2024-09-28,2024-12-15,2025-02-23,True,True,True,1447.34,none,
MOD-794663-6741,CC-TWR-794663,TL-D77DD19D,Verizon,Add Sector,2025-01-20,2025-02-11,2025-04-29,True,True,True,1022.17,none,
MOD-443254-8186,CC-TWR-443254,TL-0F1C7715,DISH Wireless,Generator Install,2024-07-30,2024-08-29,2024-11-23,True,True,True,423.87,none,
MOD-921533-7370,CC-TWR-921533,TL-D37E4ACB,T-Mobile,Height Change,2024-05-12,2024-07-02,2024-10-27,True,True,True,340.19,none,
MOD-735388-1641,CC-TWR-735388,TL-069FE16C,T-Mobile,Add Sector,2024-05-17,2024-07-28,2024-09-05,True,True,True,366.34,none,
MOD-572387-6881,CC-TWR-572387,TL-88026EDA,AT&T,Add Sector,2025-01-30,2025-04-09,2025-06-25,True,True,True,1325.94,none,
MOD-646428-6415,CC-TWR-646428,TL-F402F1A6,C Spire,Generator Install,2024-08-15,2024-10-22,2025-01-03,True,True,True,532.31,none,
MOD-416503-9228,CC-TWR-416503,TL-0F9D2E81,DISH Wireless,Add Sector,2024-01-04,2024-03-18,2024-04-18,True,True,True,1090.49,none,
MOD-643323-7869,CC-TWR-643323,TL-8496FA56,Verizon,Antenna Swap,2024-11-28,,2025-04-12,False,True,True,660.65,no_mod_application,Equipment change detected on tower without approved modification application
MOD-378258-1577,CC-TWR-378258,TL-9C102D76,T-Mobile,5G Overlay,2024-02-11,2024-04-03,2024-07-29,True,True,True,780.13,none,
MOD-620226-1053,CC-TWR-620226,TL-FBA94E97,T-Mobile,5G Overlay,2024-05-15,2024-07-06,2024-08-13,True,True,True,832.1,none,
MOD-193035-2912,CC-TWR-193035,TL-D3969A98,T-Mobile,Equipment Upgrade,2024-09-02,2024-11-21,2025-01-04,True,True,True,939.25,none,
MOD-193035-9628,CC-TWR-193035,TL-084AB416,AT&T,Equipment Upgrade,2024-04-10,2024-06-22,2024-08-01,True,True,True,649.24,none,
MOD-846247-1704,CC-TWR-846247,TL-4D96AFA7,T-Mobile,RRU Replacement,2024-03-12,2024-04-06,2024-05-19,True,True,True,681.13,none,
MOD-253347-8299,CC-TWR-253347,TL-D0AA0B4D,AT&T,5G Overlay,2024-04-02,2024-05-13,2024-08-07,True,True,True,1102.57,none,
MOD-691912-6506,CC-TWR-691912,TL-3A8CB5BD,T-Mobile,RRU Replacement,2025-02-01,2025-03-10,2025-04-12,True,True,True,446.63,none,
MOD-786508-6143,CC-TWR-786508,TL-4ECF3720,Verizon,Height Change,2025-01-26,2025-04-10,2025-06-28,True,True,True,599.06,none,
MOD-460745-4459,CC-TWR-460745,TL-28D34747,Verizon,RRU Replacement,2024-08-20,2024-09-11,2024-11-03,True,True,True,310.16,none,
MOD-460745-6240,CC-TWR-460745,TL-A95CF06E,C Spire,Cabinet Addition,2024-08-30,2024-10-15,2024-12-09,True,True,True,880.15,none,
MOD-475479-8526,CC-TWR-475479,TL-B3C43E71,Verizon,Equipment Upgrade,2024-02-18,2024-04-16,2024-06-30,True,True,True,390.84,none,
MOD-475479-7924,CC-TWR-475479,TL-E62416FD,Verizon,RRU Replacement,2024-05-05,2024-06-01,2024-07-14,True,True,True,1077.58,none,
MOD-212255-9110,CC-TWR-212255,TL-6D8F1F84,Verizon,Equipment Upgrade,2024-10-02,2024-10-29,2025-02-26,True,True,True,1252.41,none,
MOD-768676-9130,CC-TWR-768676,TL-9F384719,AT&T,5G Overlay,2024-10-11,2024-12-11,,True,False,True,1366.79,not_installed,Mod approved and billing updated but equipment never installed — tenant overcharged
MOD-618934-8816,CC-TWR-618934,TL-C1666943,T-Mobile,Add Sector,2025-01-20,2025-04-13,2025-06-22,True,True,True,820.4,none,
MOD-180657-1545,CC-TWR-180657,TL-D7CB0DDB,Verizon,Equipment Upgrade,2024-03-21,2024-05-05,2024-07-14,True,True,True,797.94,none,
MOD-767830-2517,CC-TWR-767830,TL-35292FB4,AT&T,RRU Replacement,2024-02-08,2024-03-11,2024-05-11,True,True,True,235.83,none,
MOD-278240-2158,CC-TWR-278240,TL-603A472B,T-Mobile,Generator Install,2024-08-30,2024-10-29,2024-12-12,True,True,True,773.72,none,
MOD-935457-9086,CC-TWR-935457,TL-4D641456,AT&T,Equipment Upgrade,2025-01-20,2025-02-04,2025-03-17,True,True,True,292.27,none,
MOD-161437-7078,CC-TWR-161437,TL-89975A38,T-Mobile,Generator Install,2024-10-25,2024-12-17,2025-02-20,True,True,True,969.19,none,
MOD-136415-8296,CC-TWR-136415,TL-C6FFE255,AT&T,RRU Replacement,2024-01-12,2024-02-23,2024-05-26,True,True,True,552.2,none,
MOD-508783-1078,CC-TWR-508783,TL-03540648,AT&T,Generator Install,2024-12-03,2024-12-29,2025-03-06,True,True,True,1407.1,none,
MOD-618746-2765,CC-TWR-618746,TL-A7C98439,T-Mobile,Antenna Swap,2024-06-12,2024-08-23,2024-11-03,True,True,True,800.05,none,
MOD-783176-4392,CC-TWR-783176,TL-5F20E912,Verizon,Antenna Swap,2024-03-11,2024-04-22,2024-08-01,True,True,True,1327.75,none,
MOD-598807-8733,CC-TWR-598807,TL-181AB00E,AT&T,RRU Replacement,2024-07-31,2024-10-02,2024-12-16,True,True,True,992.12,none,
